schema_name,table_name,constraint_name,constraint_type,definition
public,ModerationActionHistory,ModerationActionHistory_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,ModerationActionHistory,ModerationActionHistory_Id_not_null,n,"NOT NULL ""Id"""
public,ModerationActionHistory,ModerationActionHistory_NewStatus_not_null,n,"NOT NULL ""NewStatus"""
public,ModerationActionHistory,ModerationActionHistory_NightMarketId_fkey,f,"FOREIGN KEY (""NightMarketId"") REFERENCES ""NightMarket""(""Id"") ON DELETE SET NULL"
public,ModerationActionHistory,ModerationActionHistory_PreviousStatus_not_null,n,"NOT NULL ""PreviousStatus"""
public,ModerationActionHistory,ModerationActionHistory_Reason_not_null,n,"NOT NULL ""Reason"""
public,ModerationActionHistory,ModerationActionHistory_Source_not_null,n,"NOT NULL ""Source"""
public,ModerationActionHistory,ModerationActionHistory_pkey,p,"PRIMARY KEY (""Id"")"
public,NightMarket,NightMarket_Address_not_null,n,"NOT NULL ""Address"""
public,NightMarket,NightMarket_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,NightMarket,NightMarket_Id_not_null,n,"NOT NULL ""Id"""
public,NightMarket,NightMarket_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,NightMarket,NightMarket_MarketOwnerId_fkey,f,"FOREIGN KEY (""MarketOwnerId"") REFERENCES ""User""(""Id"") ON DELETE SET NULL"
public,NightMarket,NightMarket_ModerationStatus_not_null,n,"NOT NULL ""ModerationStatus"""
public,NightMarket,NightMarket_Name_not_null,n,"NOT NULL ""Name"""
public,NightMarket,NightMarket_Status_not_null,n,"NOT NULL ""Status"""
public,NightMarket,NightMarket_TotalBooth_not_null,n,"NOT NULL ""TotalBooth"""
public,NightMarket,NightMarket_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,NightMarket,NightMarket_pkey,p,"PRIMARY KEY (""Id"")"
public,NightMarketImages,NightMarketImages_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,NightMarketImages,NightMarketImages_DisplayOrder_not_null,n,"NOT NULL ""DisplayOrder"""
public,NightMarketImages,NightMarketImages_Id_not_null,n,"NOT NULL ""Id"""
public,NightMarketImages,NightMarketImages_ImageUrl_not_null,n,"NOT NULL ""ImageUrl"""
public,NightMarketImages,NightMarketImages_IsCover_not_null,n,"NOT NULL ""IsCover"""
public,NightMarketImages,NightMarketImages_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,NightMarketImages,NightMarketImages_NightMarketId_fkey,f,"FOREIGN KEY (""NightMarketId"") REFERENCES ""NightMarket""(""Id"") ON DELETE CASCADE"
public,NightMarketImages,NightMarketImages_NightMarketId_not_null,n,"NOT NULL ""NightMarketId"""
public,NightMarketImages,NightMarketImages_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,NightMarketImages,NightMarketImages_pkey,p,"PRIMARY KEY (""Id"")"
public,Notification,Notification_BoothId_fkey,f,"FOREIGN KEY (""BoothId"") REFERENCES ""Booth""(""Id"") ON DELETE SET NULL"
public,Notification,Notification_Content_not_null,n,"NOT NULL ""Content"""
public,Notification,Notification_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Notification,Notification_Id_not_null,n,"NOT NULL ""Id"""
public,Notification,Notification_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,Notification,Notification_IsRead_not_null,n,"NOT NULL ""IsRead"""
public,Notification,Notification_Title_not_null,n,"NOT NULL ""Title"""
public,Notification,Notification_Type_not_null,n,"NOT NULL ""Type"""
public,Notification,Notification_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Notification,Notification_UserId_fkey,f,"FOREIGN KEY (""UserId"") REFERENCES ""User""(""Id"") ON DELETE CASCADE"
public,Notification,Notification_UserId_not_null,n,"NOT NULL ""UserId"""
public,Notification,Notification_pkey,p,"PRIMARY KEY (""Id"")"
public,Order,Order_BoothId_fkey,f,"FOREIGN KEY (""BoothId"") REFERENCES ""Booth""(""Id"") ON DELETE RESTRICT"
public,Order,Order_BoothId_not_null,n,"NOT NULL ""BoothId"""
public,Order,Order_BoothOwnerId_fkey,f,"FOREIGN KEY (""BoothOwnerId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,Order,Order_BoothOwnerId_not_null,n,"NOT NULL ""BoothOwnerId"""
public,Order,Order_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Order,Order_CustomerId_fkey,f,"FOREIGN KEY (""CustomerId"") REFERENCES ""User""(""Id"")"
public,Order,Order_CustomerId_not_null,n,"NOT NULL ""CustomerId"""
public,Order,Order_DiscountAmount_not_null,n,"NOT NULL ""DiscountAmount"""
public,Order,Order_FinalAmount_not_null,n,"NOT NULL ""FinalAmount"""
public,Order,Order_Id_not_null,n,"NOT NULL ""Id"""
public,Order,Order_OrderCode_not_null,n,"NOT NULL ""OrderCode"""
public,Order,Order_PayStatus_not_null,n,"NOT NULL ""PayStatus"""
public,Order,Order_PaymentMethod_not_null,n,"NOT NULL ""PaymentMethod"""
public,Order,Order_RowVersion_not_null,n,"NOT NULL ""RowVersion"""
public,Order,Order_Status_not_null,n,"NOT NULL ""Status"""
public,Order,Order_TotalAmount_not_null,n,"NOT NULL ""TotalAmount"""
public,Order,Order_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Order,Order_pkey,p,"PRIMARY KEY (""Id"")"
public,OrderDetail,OrderDetail_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,OrderDetail,OrderDetail_FoodItemId_fkey,f,"FOREIGN KEY (""FoodItemId"") REFERENCES ""FoodItem""(""Id"")"
public,OrderDetail,OrderDetail_FoodItemId_not_null,n,"NOT NULL ""FoodItemId"""
public,OrderDetail,OrderDetail_FoodNameSnapshot_not_null,n,"NOT NULL ""FoodNameSnapshot"""
public,OrderDetail,OrderDetail_Id_not_null,n,"NOT NULL ""Id"""
public,OrderDetail,OrderDetail_OrderId_fkey,f,"FOREIGN KEY (""OrderId"") REFERENCES ""Order""(""Id"") ON DELETE CASCADE"
public,OrderDetail,OrderDetail_OrderId_not_null,n,"NOT NULL ""OrderId"""
public,OrderDetail,OrderDetail_Quantity_not_null,n,"NOT NULL ""Quantity"""
public,OrderDetail,OrderDetail_TotalPrice_not_null,n,"NOT NULL ""TotalPrice"""
public,OrderDetail,OrderDetail_UnitPrice_not_null,n,"NOT NULL ""UnitPrice"""
public,OrderDetail,OrderDetail_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,OrderDetail,OrderDetail_pkey,p,"PRIMARY KEY (""Id"")"
public,Package,Package_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Package,Package_DurationDays_not_null,n,"NOT NULL ""DurationDays"""
public,Package,Package_Id_not_null,n,"NOT NULL ""Id"""
public,Package,Package_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,Package,Package_PackageName_not_null,n,"NOT NULL ""PackageName"""
public,Package,Package_Price_not_null,n,"NOT NULL ""Price"""
public,Package,Package_Status_not_null,n,"NOT NULL ""Status"""
public,Package,Package_Type_not_null,n,"NOT NULL ""Type"""
public,Package,Package_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Package,Package_pkey,p,"PRIMARY KEY (""Id"")"
public,PackagePolicies,FK_PackagePolicies_Package_PackageId,f,"FOREIGN KEY (""PackageId"") REFERENCES ""Package""(""Id"") ON DELETE CASCADE"
public,PackagePolicies,PK_PackagePolicies,p,"PRIMARY KEY (""Id"")"
public,PackagePolicies,PackagePolicies_ContentJson_not_null,n,"NOT NULL ""ContentJson"""
public,PackagePolicies,PackagePolicies_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,PackagePolicies,PackagePolicies_EffectiveFrom_not_null,n,"NOT NULL ""EffectiveFrom"""
public,PackagePolicies,PackagePolicies_Id_not_null,n,"NOT NULL ""Id"""
public,PackagePolicies,PackagePolicies_IsActive_not_null,n,"NOT NULL ""IsActive"""
public,PackagePolicies,PackagePolicies_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,PackagePolicies,PackagePolicies_PackageId_not_null,n,"NOT NULL ""PackageId"""
public,PackagePolicies,PackagePolicies_Title_not_null,n,"NOT NULL ""Title"""
public,PackagePolicies,PackagePolicies_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,PackagePolicies,PackagePolicies_Version_not_null,n,"NOT NULL ""Version"""
public,PackagePrice,PackagePrice_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,PackagePrice,PackagePrice_DurationDays_not_null,n,"NOT NULL ""DurationDays"""
public,PackagePrice,PackagePrice_Id_not_null,n,"NOT NULL ""Id"""
public,PackagePrice,PackagePrice_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,PackagePrice,PackagePrice_PackageId_fkey,f,"FOREIGN KEY (""PackageId"") REFERENCES ""Package""(""Id"") ON DELETE CASCADE"
public,PackagePrice,PackagePrice_PackageId_not_null,n,"NOT NULL ""PackageId"""
public,PackagePrice,PackagePrice_Price_not_null,n,"NOT NULL ""Price"""
public,PackagePrice,PackagePrice_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,PackagePrice,PackagePrice_pkey,p,"PRIMARY KEY (""Id"")"
public,PaymentAttempts,FK_PaymentAttempts_Payments_PaymentId,f,"FOREIGN KEY (""PaymentId"") REFERENCES ""Payments""(""Id"") ON DELETE CASCADE"
public,PaymentAttempts,PK_PaymentAttempts,p,"PRIMARY KEY (""Id"")"
public,PaymentAttempts,PaymentAttempts_AttemptNumber_not_null,n,"NOT NULL ""AttemptNumber"""
public,PaymentAttempts,PaymentAttempts_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,PaymentAttempts,PaymentAttempts_Id_not_null,n,"NOT NULL ""Id"""
public,PaymentAttempts,PaymentAttempts_PaymentId_not_null,n,"NOT NULL ""PaymentId"""
public,PaymentAttempts,PaymentAttempts_ProviderOrderCode_not_null,n,"NOT NULL ""ProviderOrderCode"""
public,PaymentAttempts,PaymentAttempts_Status_not_null,n,"NOT NULL ""Status"""
public,PaymentAttempts,PaymentAttempts_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,PaymentMethod,FK_PaymentMethod_User_UserId,f,"FOREIGN KEY (""UserId"") REFERENCES ""User""(""Id"") ON DELETE CASCADE"
public,PaymentMethod,PK_PaymentMethod,p,"PRIMARY KEY (""Id"")"
public,PaymentMethod,PaymentMethods_Id_not_null,n,"NOT NULL ""Id"""
public,PaymentMethod,PaymentMethods_IsDefault_not_null,n,"NOT NULL ""IsDefault"""
public,PaymentMethod,PaymentMethods_MethodType_not_null,n,"NOT NULL ""MethodType"""
public,PaymentMethod,PaymentMethods_UserId_not_null,n,"NOT NULL ""UserId"""
public,PaymentWebhookEvents,PK_PaymentWebhookEvents,p,"PRIMARY KEY (""Id"")"
public,PaymentWebhookEvents,PaymentWebhookEvents_Id_not_null,n,"NOT NULL ""Id"""
public,PaymentWebhookEvents,PaymentWebhookEvents_OrderCode_not_null,n,"NOT NULL ""OrderCode"""
public,PaymentWebhookEvents,PaymentWebhookEvents_PayloadHash_not_null,n,"NOT NULL ""PayloadHash"""
public,PaymentWebhookEvents,PaymentWebhookEvents_ProcessingStatus_not_null,n,"NOT NULL ""ProcessingStatus"""
public,PaymentWebhookEvents,PaymentWebhookEvents_ProviderEventKey_not_null,n,"NOT NULL ""ProviderEventKey"""
public,PaymentWebhookEvents,PaymentWebhookEvents_Provider_not_null,n,"NOT NULL ""Provider"""
public,PaymentWebhookEvents,PaymentWebhookEvents_ReceivedAt_not_null,n,"NOT NULL ""ReceivedAt"""
public,PaymentWebhookEvents,PaymentWebhookEvents_SignatureHash_not_null,n,"NOT NULL ""SignatureHash"""
public,Payments,Payments_Amount_not_null,n,"NOT NULL ""Amount"""
public,Payments,Payments_BoothOwnerId_fkey,f,"FOREIGN KEY (""BoothOwnerId"") REFERENCES ""User""(""Id"")"
public,Payments,Payments_BoothOwnerId_not_null,n,"NOT NULL ""BoothOwnerId"""
public,Payments,Payments_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Payments,Payments_Gateway_not_null,n,"NOT NULL ""Gateway"""
public,Payments,Payments_Id_not_null,n,"NOT NULL ""Id"""
public,Payments,Payments_OrderId_fkey,f,"FOREIGN KEY (""OrderId"") REFERENCES ""Order""(""Id"") ON DELETE CASCADE"
public,Payments,Payments_OrderId_not_null,n,"NOT NULL ""OrderId"""
public,Payments,Payments_RowVersion_not_null,n,"NOT NULL ""RowVersion"""
public,Payments,Payments_Status_not_null,n,"NOT NULL ""Status"""
public,Payments,Payments_Type_not_null,n,"NOT NULL ""Type"""
public,Payments,Payments_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Payments,Payments_pkey,p,"PRIMARY KEY (""Id"")"
public,Promotion,Promotion_BoothId_fkey,f,"FOREIGN KEY (""BoothId"") REFERENCES ""Booth""(""Id"") ON DELETE CASCADE"
public,Promotion,Promotion_BoothId_not_null,n,"NOT NULL ""BoothId"""
public,Promotion,Promotion_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Promotion,Promotion_DiscountType_not_null,n,"NOT NULL ""DiscountType"""
public,Promotion,Promotion_DiscountValue_not_null,n,"NOT NULL ""DiscountValue"""
public,Promotion,Promotion_EndDate_not_null,n,"NOT NULL ""EndDate"""
public,Promotion,Promotion_Id_not_null,n,"NOT NULL ""Id"""
public,Promotion,Promotion_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,Promotion,Promotion_IsPublic_not_null,n,"NOT NULL ""IsPublic"""
public,Promotion,Promotion_Scope_not_null,n,"NOT NULL ""Scope"""
public,Promotion,Promotion_StartDate_not_null,n,"NOT NULL ""StartDate"""
public,Promotion,Promotion_Status_not_null,n,"NOT NULL ""Status"""
public,Promotion,Promotion_Title_not_null,n,"NOT NULL ""Title"""
public,Promotion,Promotion_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Promotion,Promotion_pkey,p,"PRIMARY KEY (""Id"")"
public,PromotionCategory,PromotionCategory_CategoryId_fkey,f,"FOREIGN KEY (""CategoryId"") REFERENCES ""FoodCategories""(""Id"") ON DELETE RESTRICT"
public,PromotionCategory,PromotionCategory_CategoryId_not_null,n,"NOT NULL ""CategoryId"""
public,PromotionCategory,PromotionCategory_PromotionId_fkey,f,"FOREIGN KEY (""PromotionId"") REFERENCES ""Promotion""(""Id"") ON DELETE CASCADE"
public,PromotionCategory,PromotionCategory_PromotionId_not_null,n,"NOT NULL ""PromotionId"""
public,PromotionCategory,PromotionCategory_pkey,p,"PRIMARY KEY (""PromotionId"", ""CategoryId"")"
public,PromotionFoodItem,PromotionFoodItem_FoodItemId_fkey,f,"FOREIGN KEY (""FoodItemId"") REFERENCES ""FoodItem""(""Id"") ON DELETE RESTRICT"
public,PromotionFoodItem,PromotionFoodItem_FoodItemId_not_null,n,"NOT NULL ""FoodItemId"""
public,PromotionFoodItem,PromotionFoodItem_PromotionId_fkey,f,"FOREIGN KEY (""PromotionId"") REFERENCES ""Promotion""(""Id"") ON DELETE CASCADE"
public,PromotionFoodItem,PromotionFoodItem_PromotionId_not_null,n,"NOT NULL ""PromotionId"""
public,PromotionFoodItem,PromotionFoodItem_pkey,p,"PRIMARY KEY (""PromotionId"", ""FoodItemId"")"
public,PromotionUsages,PromotionUsages_AppliedAt_not_null,n,"NOT NULL ""AppliedAt"""
public,PromotionUsages,PromotionUsages_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,PromotionUsages,PromotionUsages_CustomerId_fkey,f,"FOREIGN KEY (""CustomerId"") REFERENCES ""User""(""Id"")"
public,PromotionUsages,PromotionUsages_CustomerId_not_null,n,"NOT NULL ""CustomerId"""
public,PromotionUsages,PromotionUsages_DiscountAmount_not_null,n,"NOT NULL ""DiscountAmount"""
public,PromotionUsages,PromotionUsages_Id_not_null,n,"NOT NULL ""Id"""
public,PromotionUsages,PromotionUsages_OrderId_fkey,f,"FOREIGN KEY (""OrderId"") REFERENCES ""Order""(""Id"") ON DELETE CASCADE"
public,PromotionUsages,PromotionUsages_OrderId_not_null,n,"NOT NULL ""OrderId"""
public,PromotionUsages,PromotionUsages_PromotionId_fkey,f,"FOREIGN KEY (""PromotionId"") REFERENCES ""Promotion""(""Id"") ON DELETE CASCADE"
public,PromotionUsages,PromotionUsages_PromotionId_not_null,n,"NOT NULL ""PromotionId"""
public,PromotionUsages,PromotionUsages_PromotionTitleSnapshot_not_null,n,"NOT NULL ""PromotionTitleSnapshot"""
public,PromotionUsages,PromotionUsages_Status_not_null,n,"NOT NULL ""Status"""
public,PromotionUsages,PromotionUsages_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,PromotionUsages,PromotionUsages_pkey,p,"PRIMARY KEY (""Id"")"
public,ReviewReplies,ReviewReplies_BoothOwnerId_fkey,f,"FOREIGN KEY (""BoothOwnerId"") REFERENCES ""User""(""Id"")"
public,ReviewReplies,ReviewReplies_BoothOwnerId_not_null,n,"NOT NULL ""BoothOwnerId"""
public,ReviewReplies,ReviewReplies_Content_not_null,n,"NOT NULL ""Content"""
public,ReviewReplies,ReviewReplies_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,ReviewReplies,ReviewReplies_Id_not_null,n,"NOT NULL ""Id"""
public,ReviewReplies,ReviewReplies_ReviewId_fkey,f,"FOREIGN KEY (""ReviewId"") REFERENCES ""Reviews""(""Id"") ON DELETE CASCADE"
public,ReviewReplies,ReviewReplies_ReviewId_not_null,n,"NOT NULL ""ReviewId"""
public,ReviewReplies,ReviewReplies_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,ReviewReplies,ReviewReplies_pkey,p,"PRIMARY KEY (""Id"")"
public,Reviews,Reviews_BoothId_fkey,f,"FOREIGN KEY (""BoothId"") REFERENCES ""Booth""(""Id"") ON DELETE CASCADE"
public,Reviews,Reviews_BoothId_not_null,n,"NOT NULL ""BoothId"""
public,Reviews,Reviews_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Reviews,Reviews_CustomerId_fkey,f,"FOREIGN KEY (""CustomerId"") REFERENCES ""User""(""Id"")"
public,Reviews,Reviews_CustomerId_not_null,n,"NOT NULL ""CustomerId"""
public,Reviews,Reviews_Id_not_null,n,"NOT NULL ""Id"""
public,Reviews,Reviews_IsVisible_not_null,n,"NOT NULL ""IsVisible"""
public,Reviews,Reviews_OrderId_fkey,f,"FOREIGN KEY (""OrderId"") REFERENCES ""Order""(""Id"")"
public,Reviews,Reviews_OrderId_not_null,n,"NOT NULL ""OrderId"""
public,Reviews,Reviews_Rating_not_null,n,"NOT NULL ""Rating"""
public,Reviews,Reviews_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Reviews,Reviews_pkey,p,"PRIMARY KEY (""Id"")"
public,Reviews,ck_reviews_rating,c,"CHECK (""Rating"" >= 1 AND ""Rating"" <= 5)"
public,Role,Role_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Role,Role_Id_not_null,n,"NOT NULL ""Id"""
public,Role,Role_RoleName_not_null,n,"NOT NULL ""RoleName"""
public,Role,Role_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,Role,Role_pkey,p,"PRIMARY KEY (""Id"")"
public,SupportAttachments,FK_SupportAttachments_SupportMessages_MessageId,f,"FOREIGN KEY (""MessageId"") REFERENCES ""SupportMessages""(""Id"") ON DELETE SET NULL"
public,SupportAttachments,FK_SupportAttachments_SupportTickets_TicketId,f,"FOREIGN KEY (""TicketId"") REFERENCES ""SupportTickets""(""Id"") ON DELETE CASCADE"
public,SupportAttachments,PK_SupportAttachments,p,"PRIMARY KEY (""Id"")"
public,SupportAttachments,SupportAttachments_ContentType_not_null,n,"NOT NULL ""ContentType"""
public,SupportAttachments,SupportAttachments_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,SupportAttachments,SupportAttachments_FileSize_not_null,n,"NOT NULL ""FileSize"""
public,SupportAttachments,SupportAttachments_FileUrl_not_null,n,"NOT NULL ""FileUrl"""
public,SupportAttachments,SupportAttachments_Id_not_null,n,"NOT NULL ""Id"""
public,SupportAttachments,SupportAttachments_OriginalFileName_not_null,n,"NOT NULL ""OriginalFileName"""
public,SupportAttachments,SupportAttachments_TicketId_not_null,n,"NOT NULL ""TicketId"""
public,SupportMessages,FK_SupportMessages_SupportTickets_TicketId,f,"FOREIGN KEY (""TicketId"") REFERENCES ""SupportTickets""(""Id"") ON DELETE CASCADE"
public,SupportMessages,FK_SupportMessages_User_SenderId,f,"FOREIGN KEY (""SenderId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,SupportMessages,PK_SupportMessages,p,"PRIMARY KEY (""Id"")"
public,SupportMessages,SupportMessages_Body_not_null,n,"NOT NULL ""Body"""
public,SupportMessages,SupportMessages_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,SupportMessages,SupportMessages_Id_not_null,n,"NOT NULL ""Id"""
public,SupportMessages,SupportMessages_IsInternalNote_not_null,n,"NOT NULL ""IsInternalNote"""
public,SupportMessages,SupportMessages_SenderId_not_null,n,"NOT NULL ""SenderId"""
public,SupportMessages,SupportMessages_SenderRole_not_null,n,"NOT NULL ""SenderRole"""
public,SupportMessages,SupportMessages_TicketId_not_null,n,"NOT NULL ""TicketId"""
public,SupportStatusHistories,FK_SupportStatusHistories_SupportTickets_TicketId,f,"FOREIGN KEY (""TicketId"") REFERENCES ""SupportTickets""(""Id"") ON DELETE CASCADE"
public,SupportStatusHistories,FK_SupportStatusHistories_User_ActorId,f,"FOREIGN KEY (""ActorId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,SupportStatusHistories,PK_SupportStatusHistories,p,"PRIMARY KEY (""Id"")"
public,SupportStatusHistories,SupportStatusHistories_ActorId_not_null,n,"NOT NULL ""ActorId"""
public,SupportStatusHistories,SupportStatusHistories_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,SupportStatusHistories,SupportStatusHistories_Id_not_null,n,"NOT NULL ""Id"""
public,SupportStatusHistories,SupportStatusHistories_TicketId_not_null,n,"NOT NULL ""TicketId"""
public,SupportStatusHistories,SupportStatusHistories_ToStatus_not_null,n,"NOT NULL ""ToStatus"""
public,SupportTickets,FK_SupportTickets_User_AssignedAdminId,f,"FOREIGN KEY (""AssignedAdminId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,SupportTickets,FK_SupportTickets_User_RequesterId,f,"FOREIGN KEY (""RequesterId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,SupportTickets,PK_SupportTickets,p,"PRIMARY KEY (""Id"")"
public,SupportTickets,SupportTickets_Category_not_null,n,"NOT NULL ""Category"""
public,SupportTickets,SupportTickets_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,SupportTickets,SupportTickets_Description_not_null,n,"NOT NULL ""Description"""
public,SupportTickets,SupportTickets_DueAt_not_null,n,"NOT NULL ""DueAt"""
public,SupportTickets,SupportTickets_Id_not_null,n,"NOT NULL ""Id"""
public,SupportTickets,SupportTickets_Priority_not_null,n,"NOT NULL ""Priority"""
public,SupportTickets,SupportTickets_RequesterId_not_null,n,"NOT NULL ""RequesterId"""
public,SupportTickets,SupportTickets_RequesterRole_not_null,n,"NOT NULL ""RequesterRole"""
public,SupportTickets,SupportTickets_Status_not_null,n,"NOT NULL ""Status"""
public,SupportTickets,SupportTickets_TicketCode_not_null,n,"NOT NULL ""TicketCode"""
public,SupportTickets,SupportTickets_Title_not_null,n,"NOT NULL ""Title"""
public,SupportTickets,SupportTickets_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,SystemSetting,PK_SystemSetting,p,"PRIMARY KEY (""Id"")"
public,SystemSetting,SystemSetting_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,SystemSetting,SystemSetting_Id_not_null,n,"NOT NULL ""Id"""
public,SystemSetting,SystemSetting_Key_not_null,n,"NOT NULL ""Key"""
public,SystemSetting,SystemSetting_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,SystemSetting,SystemSetting_Value_not_null,n,"NOT NULL ""Value"""
public,User,User_AuthProvider_not_null,n,"NOT NULL ""AuthProvider"""
public,User,User_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,User,User_Email_not_null,n,"NOT NULL ""Email"""
public,User,User_FullName_not_null,n,"NOT NULL ""FullName"""
public,User,User_Id_not_null,n,"NOT NULL ""Id"""
public,User,User_PasswordHash_not_null,n,"NOT NULL ""PasswordHash"""
public,User,User_RoleId_fkey,f,"FOREIGN KEY (""RoleId"") REFERENCES ""Role""(""Id"")"
public,User,User_RoleId_not_null,n,"NOT NULL ""RoleId"""
public,User,User_Status_not_null,n,"NOT NULL ""Status"""
public,User,User_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,User,User_UserName_not_null,n,"NOT NULL ""UserName"""
public,User,User_pkey,p,"PRIMARY KEY (""Id"")"
public,UserDeviceToken,UserDeviceToken_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,UserDeviceToken,UserDeviceToken_Id_not_null,n,"NOT NULL ""Id"""
public,UserDeviceToken,UserDeviceToken_IsActive_not_null,n,"NOT NULL ""IsActive"""
public,UserDeviceToken,UserDeviceToken_IsDeleted_not_null,n,"NOT NULL ""IsDeleted"""
public,UserDeviceToken,UserDeviceToken_LastUsedAt_not_null,n,"NOT NULL ""LastUsedAt"""
public,UserDeviceToken,UserDeviceToken_Platform_not_null,n,"NOT NULL ""Platform"""
public,UserDeviceToken,UserDeviceToken_Token_not_null,n,"NOT NULL ""Token"""
public,UserDeviceToken,UserDeviceToken_UpdatedAt_not_null,n,"NOT NULL ""UpdatedAt"""
public,UserDeviceToken,UserDeviceToken_UserId_fkey,f,"FOREIGN KEY (""UserId"") REFERENCES ""User""(""Id"") ON DELETE CASCADE"
public,UserDeviceToken,UserDeviceToken_UserId_not_null,n,"NOT NULL ""UserId"""
public,UserDeviceToken,UserDeviceToken_pkey,p,"PRIMARY KEY (""Id"")"
public,UserStatusHistories,FK_UserStatusHistories_User_ChangedByAdminId,f,"FOREIGN KEY (""ChangedByAdminId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,UserStatusHistories,FK_UserStatusHistories_User_UserId,f,"FOREIGN KEY (""UserId"") REFERENCES ""User""(""Id"") ON DELETE RESTRICT"
public,UserStatusHistories,PK_UserStatusHistories,p,"PRIMARY KEY (""Id"")"
public,UserStatusHistories,UserStatusHistories_ChangedByAdminId_not_null,n,"NOT NULL ""ChangedByAdminId"""
public,UserStatusHistories,UserStatusHistories_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,UserStatusHistories,UserStatusHistories_Id_not_null,n,"NOT NULL ""Id"""
public,UserStatusHistories,UserStatusHistories_NewStatus_not_null,n,"NOT NULL ""NewStatus"""
public,UserStatusHistories,UserStatusHistories_PreviousStatus_not_null,n,"NOT NULL ""PreviousStatus"""
public,UserStatusHistories,UserStatusHistories_Reason_not_null,n,"NOT NULL ""Reason"""
public,UserStatusHistories,UserStatusHistories_UserId_not_null,n,"NOT NULL ""UserId"""
public,Zones,Zones_Capacity_not_null,n,"NOT NULL ""Capacity"""
public,Zones,Zones_CreatedAt_not_null,n,"NOT NULL ""CreatedAt"""
public,Zones,Zones_DefaultBoothHeight_not_null,n,"NOT NULL ""DefaultBoothHeight"""
public,Zones,Zones_DefaultBoothWidth_not_null,n,"NOT NULL ""DefaultBoothWidth"""
public,Zones,Zones_DefaultGap_not_null,n,"NOT NULL ""DefaultGap"""
